1Zcexgo_Btwt77567d3800|امیدواریم که مطالب این دو اپیزود به درد شما بخوره|امیدواریم که مطالب این دو اپیزود به درد شما بخوره
1Zcexgo_Btwt81367d5091|و شما هم در نهایت به یک دیکتاتور بی رحم تبدیل بشید|و شما هم در نهایت به یک دیکتاتور بی رحم تبدیل بشید
1Zcexgo_Btwt102440d2850|سلام و درود به همراهان عزیز پادکست رپاپ|سلام و درود به همراهان عزیز پادکست رپاپ
1Zcexgo_Btwt105290d4329|همونطور که میدونید ما اینجا هربار برای شما خلاصه|همونطور که میدونید ما اینجا هربار برای شما خلاصه
1Zcexgo_Btwt109619d4774|یکی از بهترین کتاب هایی که به هر نحوی به تاریخ مرتبط میشن رو روایت میکنیم|یکی از بهترین کتاب هایی که به هر نحوی به تاریخ مرتبط میشن رو روایت میکنیم
1Zcexgo_Btwt114393d8268|و تو این خلاصه کتاب دو قسمتی هم رفتیم سراغ کتاب بسیار معروف و محبوب خدآموز دیکتاتورها|و تو این خلاصه کتاب دو قسمتی هم رفتیم سراغ کتاب بسیار معروف و محبوب خدآموز دیکتاتورها
1Zcexgo_Btwt122661d7513|اثر رندال وود و کارمینه دولوکا با ترجمه بیژن اشتری از انتشارات ثالث|اثر رندال وود و کارمینه دولوکا با ترجمه بیژن اشتری از انتشارات ثالث
1Zcexgo_Btwt130174d2783|اگه دارید از یوتیوب این اپیزود رو میبینید که هیچ|اگه دارید از یوتیوب این اپیزود رو میبینید که هیچ
1Zcexgo_Btwt132957d4258|اگه نه حتما بهتون پیشنهاد میکنم که اپیزود رو از یوتیوب ببینید|اگه نه حتما بهتون پیشنهاد میکنم که اپیزود رو از یوتیوب ببینید
1Zcexgo_Btwt137215d5987|تا تصاویر تمام شخصیت ها و عکس و فیلم های مربوطه رو هم بتونید ببینید|تا تصاویر تمام شخصیت ها و عکس و فیلم های مربوطه رو هم بتونید ببینید
1Zcexgo_Btwt143202d5839|بریم سراغ اپیزود دوم خلاصه کتاب خودآموز دیکتاتورها|بریم سراغ اپیزود دوم خلاصه کتاب خودآموز دیکتاتورها
1Zcexgo_Btwt159600d3793|حالا که به قدرت رسیدی و یاد گرفتی که چطور باید حکومت کنی|حالا که به قدرت رسیدی و یاد گرفتی که چطور باید حکومت کنی
1Zcexgo_Btwt163393d4498|اولین چیزی که باید بصورت روتین در کشورت برنامه ریزی و اجرا کنی|اولین چیزی که باید بصورت روتین در کشورت برنامه ریزی و اجرا کنی
1Zcexgo_Btwt167891d3460|تظاهرات مدون طرفداراته|تظاهرات مدون طرفداراته
1Zcexgo_Btwt171351d4666|یک تظاهرات مردمی می تواند ابزار قدرتمندی برات باشد|یک تظاهرات مردمی می تواند ابزار قدرتمندی برات باشد
1Zcexgo_Btwt176017d7024|به شرطی که جماعت عظیمی برای حمایت از تو یا محکوم کردن یک قدرت خارجی به خیابان ها بیان|به شرطی که جماعت عظیمی برای حمایت از تو یا محکوم کردن یک قدرت خارجی به خیابان ها بیان
1Zcexgo_Btwt183041d4137|تک تک شرکت کننده ها باید بر اساس آموزش های قبلی|تک تک شرکت کننده ها باید بر اساس آموزش های قبلی
1Zcexgo_Btwt187178d5946|پرچم ها و تابلو نوشته هایی را که قبلا به دستشان داده شده رو بالای سر ببرند|پرچم ها و تابلو نوشته هایی را که قبلا به دستشان داده شده رو بالای سر ببرند
1Zcexgo_Btwt193124d5913|و شعارهای پخش شده از بلندگوهای نصب شده در چهارگوشه میدان را|و شعارهای پخش شده از بلندگوهای نصب شده در چهارگوشه میدان را
1Zcexgo_Btwt199037d3314|با صدای بلند فریاد بزنند و تکرار کنن|با صدای بلند فریاد بزنند و تکرار کنن
1Zcexgo_Btwt204360d3775|به اطلاع همه کارکنان وزارتخونه ها و ادارات و سازمان ها برسان|به اطلاع همه کارکنان وزارتخونه ها و ادارات و سازمان ها برسان
1Zcexgo_Btwt208135d7199|که دولت، یعنی تو، توقع دارد که آنها به صورت یکپارچه و از صمیم قلب در تظاهرات شرکت کنند|که دولت، یعنی تو، توقع دارد که آنها به صورت یکپارچه و از صمیم قلب در تظاهرات شرکت کنند
1Zcexgo_Btwt215334d4551|و حمایتشان را از تو و سیاست های رژیمت اعلام کنند|و حمایتشان را از تو و سیاست های رژیمت اعلام کنند
1Zcexgo_Btwt219885d6169|اتوبوس ها را به ادارات، پادگان ها، مدارس و نهادهای دولتی و حکومتی اعزام کن|اتوبوس ها را به ادارات، پادگان ها، مدارس و نهادهای دولتی و حکومتی اعزام کن
1Zcexgo_Btwt226054d2946|تا کارکنان اینجا ها را به محل تظاهرات بیاورند|تا کارکنان اینجا ها را به محل تظاهرات بیاورند
1Zcexgo_Btwt229000d4668|البته باید سازوکاری در هر اداره و پادگان وجود داشته باشد|البته باید سازوکاری در هر اداره و پادگان وجود داشته باشد
1Zcexgo_Btwt233668d4588|که کارکنانی که تو تظاهرات شرکت نمیکنند هم شناسایی بشن |که کارکنانی که تو تظاهرات شرکت نمیکنند هم شناسایی بشن 
1Zcexgo_Btwt238256d6219|در روز تظاهرات، باید همه خدمات رفاهی برای شرکت کنندگان فراهم باشد|در روز تظاهرات، باید همه خدمات رفاهی برای شرکت کنندگان فراهم باشد
1Zcexgo_Btwt244475d4580|وسایل حمل ونقل مثل اتوبوس، مترو ، غذای سبک|وسایل حمل ونقل مثل اتوبوس، مترو ، غذای سبک
1Zcexgo_Btwt249055d5285|و توزیع نیازهای ضروری مردم با قیمت پایین یا حتی رایگان|و توزیع نیازهای ضروری مردم با قیمت پایین یا حتی رایگان
1Zcexgo_Btwt254340d7640|جریان برگزاری تظاهرات را هم مستقیم و مفصل از کانال های تلویزیونی ات پخش کن|جریان برگزاری تظاهرات را هم مستقیم و مفصل از کانال های تلویزیونی ات پخش کن
1Zcexgo_Btwt261980d6075|تو سخنرانی های تظاهرات هم از امپریالیسم، کاپیتالیسم و استعمارگرایی شکایت کن|تو سخنرانی های تظاهرات هم از امپریالیسم، کاپیتالیسم و استعمارگرایی شکایت کن
1Zcexgo_Btwt268055d5788|اگر هیچ گزینه دیگری نداری، همیشه دم دست ترین و راحت ترین گزینه این است|اگر هیچ گزینه دیگری نداری، همیشه دم دست ترین و راحت ترین گزینه این است
1Zcexgo_Btwt273843d4825|که بگویی ایالات متحده آمریکا مشغول توطئه چینی علیه توست|که بگویی ایالات متحده آمریکا مشغول توطئه چینی علیه توست
1Zcexgo_Btwt278668d4374|هوگو چاوز استاد طرح انواع اتهامات به دولت آمریکا بود|هوگو چاوز استاد طرح انواع اتهامات به دولت آمریکا بود
1Zcexgo_Btwt283042d6221|او به صورت نظام مند و حساب شده در برابر مخاطبان دستچین شده داخلی اش ظاهر میشد|او به صورت نظام مند و حساب شده در برابر مخاطبان دستچین شده داخلی اش ظاهر میشد
1Zcexgo_Btwt289263d6025|و مجموعه ای از اتهامات را علیه «گاوچران های ساکن کاخ سفید» مطرح میکرد|و مجموعه ای از اتهامات را علیه «گاوچران های ساکن کاخ سفید» مطرح میکرد
1Zcexgo_Btwt295288d8012|چاوز بعد از ابتلا به سرطان و ادعای شفا یافتنش با موهای ریخته و صورتی پف کرده|چاوز بعد از ابتلا به سرطان و ادعای شفا یافتنش با موهای ریخته و صورتی پف کرده
1Zcexgo_Btwt303300d3289|جلوی دوربین تلویزیون حاضر شد و گفت|جلوی دوربین تلویزیون حاضر شد و گفت
1Zcexgo_Btwt306589d6267|این روزها باخبر شده کریستینا فرناندز رئیس جمهور آرژانتین هم به سرطان مبتلا شده است|این روزها باخبر شده کریستینا فرناندز رئیس جمهور آرژانتین هم به سرطان مبتلا شده است
1Zcexgo_Btwt312856d5277|چاوز اینطور نتیجه گرفت که دولت آمریکا احتمالاً راهی پیدا کرده|چاوز اینطور نتیجه گرفت که دولت آمریکا احتمالاً راهی پیدا کرده
1Zcexgo_Btwt318133d5586|تا رؤسای جمهور کشورهای غیر دوست را به سرطان مبتلا کند|تا رؤسای جمهور کشورهای غیر دوست را به سرطان مبتلا کند
1Zcexgo_Btwt323719d6493|راستی در سخنرانی هات یادت نرود که بگی همه بدبختی ها و مصیبت های امروز مردم کشورت|راستی در سخنرانی هات یادت نرود که بگی همه بدبختی ها و مصیبت های امروز مردم کشورت
1Zcexgo_Btwt330212d4218|نتیجه دورانی است که کشور مستعمره غربی ها بود!|نتیجه دورانی است که کشور مستعمره غربی ها بود!
1Zcexgo_Btwt334430d3043|این موضوع رو  تو باید مدام تکرار کنی|این موضوع رو  تو باید مدام تکرار کنی
1Zcexgo_Btwt337473d7270|اگر کشورت مستعمره نبود و نمیتونستی به استعمارگران دست بندازی برو سراغ کشور همسایه|اگر کشورت مستعمره نبود و نمیتونستی به استعمارگران دست بندازی برو سراغ کشور همسایه
1Zcexgo_Btwt344743d5286|اگر آن قدر خوش شانس باشی که کشور همسایه ات دشمن تاریخی ملتت باشد|اگر آن قدر خوش شانس باشی که کشور همسایه ات دشمن تاریخی ملتت باشد
1Zcexgo_Btwt350029d1801|که خوب خیلی هم عالی میشه|که خوب خیلی هم عالی میشه
1Zcexgo_Btwt351830d3565|اگر هم چندان خوش شانس نباشی، مسئله ای نیست|اگر هم چندان خوش شانس نباشی، مسئله ای نیست
1Zcexgo_Btwt355395d5290|چون تبدیل کردن یکی از کشورهای همسایه به دشمن، کار چندان سختی نیست|چون تبدیل کردن یکی از کشورهای همسایه به دشمن، کار چندان سختی نیست
1Zcexgo_Btwt360685d4856|در هر حال حضور یک دشمن در مرزهای کشورت|در هر حال حضور یک دشمن در مرزهای کشورت
1Zcexgo_Btwt365541d5755|انگیزه قدرتمندی به مردم کشورت میدهد تا پشت سرت جمع شوند|انگیزه قدرتمندی به مردم کشورت میدهد تا پشت سرت جمع شوند
1Zcexgo_Btwt371296d5710|اینطوری میتونی به مردمت دیکته کنی که اگه رهبر نترس و شجاعی مثل تو نداشته باشند|اینطوری میتونی به مردمت دیکته کنی که اگه رهبر نترس و شجاعی مثل تو نداشته باشند
1Zcexgo_Btwt377006d4349|امنیت جانی و مالی شان به خطر میفته|امنیت جانی و مالی شان به خطر میفته
1Zcexgo_Btwt381355d5380|کیم جونگ ایل و پدرش کیم ایل سونگ برای چندین دهه از کشور همسایه شان|کیم جونگ ایل و پدرش کیم ایل سونگ برای چندین دهه از کشور همسایه شان
1Zcexgo_Btwt386735d3978|کره جنوبی، به عنوان یک کشور خارجی تهدیدگر یاد کردند|کره جنوبی، به عنوان یک کشور خارجی تهدیدگر یاد کردند
1Zcexgo_Btwt390713d6423|و به مردم القا کردن که اگه اونا نباشن کره جنوبی نیست و نابودشون میکنه|و به مردم القا کردن که اگه اونا نباشن کره جنوبی نیست و نابودشون میکنه
1Zcexgo_Btwt397136d6425|جدای از همسایه دشمن، میتونی روی اقلیت های قومی هم حساب باز کنی|جدای از همسایه دشمن، میتونی روی اقلیت های قومی هم حساب باز کنی
1Zcexgo_Btwt403561d7256|هر دیکتاتوری در صورت لزوم می تونه با نفرت پراکنی علیه اقلیت قومی خاصی در کشورش|هر دیکتاتوری در صورت لزوم می تونه با نفرت پراکنی علیه اقلیت قومی خاصی در کشورش
1Zcexgo_Btwt410817d5560|مخالفانش را سرکوب و پایه های قدرتش را مستحکم تر کند|مخالفانش را سرکوب و پایه های قدرتش را مستحکم تر کند
1Zcexgo_Btwt418320d7122|در دوران حکمرانی عیدی امین اقتصاد اوگاندا در اوایل دهه 1970 رو به فروپاشی بود|در دوران حکمرانی عیدی امین اقتصاد اوگاندا در اوایل دهه 1970 رو به فروپاشی بود
1Zcexgo_Btwt425442d4160|و اینجا بود که عیدی امین راه حل بکری پیدا کرد|و اینجا بود که عیدی امین راه حل بکری پیدا کرد
1Zcexgo_Btwt429602d8653|انداختن گناه کمبودها و سوء مدیریت ها به گردن اقلیت آسیایی تبار کشور|انداختن گناه کمبودها و سوء مدیریت ها به گردن اقلیت آسیایی تبار کشور
1Zcexgo_Btwt438255d7066|امین تشخیص داد که از اقلیت آسیایی تبار ساکن در کشورش میتونه راحت سواستفاده کند|امین تشخیص داد که از اقلیت آسیایی تبار ساکن در کشورش میتونه راحت سواستفاده کند
1Zcexgo_Btwt445321d5725|هندی ها، پاکستانی ها و بنگالی های ساکن اوگاندا اقلیت کم شماری بودند|هندی ها، پاکستانی ها و بنگالی های ساکن اوگاندا اقلیت کم شماری بودند
1Zcexgo_Btwt451046d3562|که اغلبشان تجارت میکردن و مغازه دار بودن|که اغلبشان تجارت میکردن و مغازه دار بودن
1Zcexgo_Btwt454608d8605|این اقلیت قومی با وجود اندازه و ابعاد محدودشون، نفوذ قابل توجهی در جامعه شهری اوگاندا داشتن|این اقلیت قومی با وجود اندازه و ابعاد محدودشون، نفوذ قابل توجهی در جامعه شهری اوگاندا داشتن
1Zcexgo_Btwt463213d4510|اما ناگهان عیدی امین در برابر مردم ظاهر شد و گفت|اما ناگهان عیدی امین در برابر مردم ظاهر شد و گفت
1Zcexgo_Btwt467723d5014|خداوند در خواب بر من، که خادم و نوکرش هستم، ظاهر شده|خداوند در خواب بر من، که خادم و نوکرش هستم، ظاهر شده
1Zcexgo_Btwt472737d7822|و امر فرموده همه آسیایی های فاقد کارت تابعیت اوگاندا را تا سه ماه آینده اخراج کنم|و امر فرموده همه آسیایی های فاقد کارت تابعیت اوگاندا را تا سه ماه آینده اخراج کنم
1Zcexgo_Btwt480559d3644|امین با روحیات و نظرات مردم کشورش آشنا بود|امین با روحیات و نظرات مردم کشورش آشنا بود
1Zcexgo_Btwt484203d6477|و می دانست که آن ها آسیایی های اوگاندا را اقلیتی منزوی، پول دوست و تندخو به شمار میارن|و می دانست که آن ها آسیایی های اوگاندا را اقلیتی منزوی، پول دوست و تندخو به شمار میارن
1Zcexgo_Btwt490680d6995|امین میدونست که با اخراج آسیایی ها می تواند توجهات را از دلیل واقعی فروپاشی اقتصادی اوگاندا|امین میدونست که با اخراج آسیایی ها می تواند توجهات را از دلیل واقعی فروپاشی اقتصادی اوگاندا
1Zcexgo_Btwt497675d6706|که چیزی جز فساد مالی مقامات و صرف هزینه های بی حساب و کتاب برای ارتش نبود|که چیزی جز فساد مالی مقامات و صرف هزینه های بی حساب و کتاب برای ارتش نبود
1Zcexgo_Btwt504381d5863|منحرف کند و برای همین آسیایی ها رو به زور اخراج کرد|منحرف کند و برای همین آسیایی ها رو به زور اخراج کرد
1Zcexgo_Btwt510244d3710|جدای از این که تو میتونی از اقلیت ها سواستفاده کنی|جدای از این که تو میتونی از اقلیت ها سواستفاده کنی
1Zcexgo_Btwt513954d6171|میتونی از موقعیت جغرافیایی هم برای از بین بردن رقیبانت استفاده کنی|میتونی از موقعیت جغرافیایی هم برای از بین بردن رقیبانت استفاده کنی
1Zcexgo_Btwt520125d7587|آره موقعیت جغرافیایی، به این داستان جالب گوش بده و ازش درس بگیر|آره موقعیت جغرافیایی، به این داستان جالب گوش بده و ازش درس بگیر
1Zcexgo_Btwt529240d3793|تو انتخابات شهرداری در پایتخت نیکاراگوئه در سال 2000|تو انتخابات شهرداری در پایتخت نیکاراگوئه در سال 2000
1Zcexgo_Btwt533033d8654|حزب حاکم میدونست که اگه آقای سالور زانو از حزب رقیب نامزد انتخابات شهرداری بشه|حزب حاکم میدونست که اگه آقای سالور زانو از حزب رقیب نامزد انتخابات شهرداری بشه
1Zcexgo_Btwt541687d2502|به احتمال زیاد رای میاره|به احتمال زیاد رای میاره
1Zcexgo_Btwt544189d6083|و از اونجایی که معمولا شهردار پایتخت کاندید انتخاب ریاست جمهوری بعدی هم میشه|و از اونجایی که معمولا شهردار پایتخت کاندید انتخاب ریاست جمهوری بعدی هم میشه
1Zcexgo_Btwt550272d7675|پس آقای سالور زانو در صورتی که شهردار بشه میتونه برای حاکمیت خیلی خطرناک باشه|پس آقای سالور زانو در صورتی که شهردار بشه میتونه برای حاکمیت خیلی خطرناک باشه
1Zcexgo_Btwt557947d4835|اما آقای اورتگا و رفقاش در حاکمیت سریع  دست به کار شدند|اما آقای اورتگا و رفقاش در حاکمیت سریع  دست به کار شدند
1Zcexgo_Btwt562782d3341|و از کمیسیون ناظر بر انتخابات شهرداری|و از کمیسیون ناظر بر انتخابات شهرداری
1Zcexgo_Btwt566123d8830|خواستند سالورزانو را به هر بهانه ای که شده از شرکت در انتخابات شهرداری محروم کنه|خواستند سالورزانو را به هر بهانه ای که شده از شرکت در انتخابات شهرداری محروم کنه
1Zcexgo_Btwt574953d4165|کمیسیون هم در حالی که فقط یکی دو ماه به برگزاری انتخابات باقی مانده بود|کمیسیون هم در حالی که فقط یکی دو ماه به برگزاری انتخابات باقی مانده بود
1Zcexgo_Btwt579118d6926|اومد تقسیم بندی جدید جغرافیایی پایتخت را به اطلاع همگان رساند|اومد تقسیم بندی جدید جغرافیایی پایتخت را به اطلاع همگان رساند
1Zcexgo_Btwt586044d7135|تو این تقسیم بندی جدید جغرافیایی بخش هایی از پایتخت، شهر ماناگوا، جدا شده بود|تو این تقسیم بندی جدید جغرافیایی بخش هایی از پایتخت، شهر ماناگوا، جدا شده بود
1Zcexgo_Btwt593179d2724|و دیگه قسمتی از پایتخت حساب نمی شد|و دیگه قسمتی از پایتخت حساب نمی شد
1Zcexgo_Btwt595903d6940|نکته داستان اینجا بود که محل زندگی سالورزانو در یکی از این بخش ها بود|نکته داستان اینجا بود که محل زندگی سالورزانو در یکی از این بخش ها بود
1Zcexgo_Btwt602843d5094|که حالا از پایتخت جدا شده بود و طبق قانون انتخابات|که حالا از پایتخت جدا شده بود و طبق قانون انتخابات
1Zcexgo_Btwt607937d3155|کسی می توانست کاندیدای منصب شهرداری پایتخت بشه|کسی می توانست کاندیدای منصب شهرداری پایتخت بشه
1Zcexgo_Btwt611092d4392|که حداقل دو سال پیاپی در پایتخت زندگی کرده باشه|که حداقل دو سال پیاپی در پایتخت زندگی کرده باشه
1Zcexgo_Btwt615484d7021|اینجوری، آقای سالورزانو صبح که از خواب بلند شد، دید حکومت نقشه پایتخت را عوض کرده|اینجوری، آقای سالورزانو صبح که از خواب بلند شد، دید حکومت نقشه پایتخت را عوض کرده
1Zcexgo_Btwt622505d7305|و اون دیگر در پایتخت زندگی نمی کنه که بتونه کاندید بشه، خداییش قشنگ نبود، یادبگیر|و اون دیگر در پایتخت زندگی نمی کنه که بتونه کاندید بشه، خداییش قشنگ نبود، یادبگیر
1Zcexgo_Btwt629810d5984|و اما موضوع بعدی طرز برخورد تو با روشنفکران کشورته|و اما موضوع بعدی طرز برخورد تو با روشنفکران کشورته
1Zcexgo_Btwt638600d5321|تو بر کشوری حکومت می کنی که نویسندگان، روزنامه نگاران، استادان دانشگاه ها و فعالان سیاسی اش|تو بر کشوری حکومت می کنی که نویسندگان، روزنامه نگاران، استادان دانشگاه ها و فعالان سیاسی اش
1Zcexgo_Btwt643921d5045|همگی آماده اند تا اگر به آن ها شانس و فرصتی داده شود، بهت حمله کنند|همگی آماده اند تا اگر به آن ها شانس و فرصتی داده شود، بهت حمله کنند
1Zcexgo_Btwt648966d5575|اولا که تو گهگاهی باید سرکوبشان کنی تا بفهمند که کت تن کیه|اولا که تو گهگاهی باید سرکوبشان کنی تا بفهمند که کت تن کیه
1Zcexgo_Btwt654541d4508|جایگاه واقعی شان در کشوری که تو بر آن حکومت می کنی، کجاست|جایگاه واقعی شان در کشوری که تو بر آن حکومت می کنی، کجاست
1Zcexgo_Btwt659049d3086|و پاشون را از گلیمشان درازتر نکنند|و پاشون را از گلیمشان درازتر نکنند
1Zcexgo_Btwt663560d9849|بعدشم خیلی حواست جمع باشه که به گروهی از روشنفکران و هنرمندانی که برنده جوایز بین المللی شده اند، اجازه خروج از کشور ندی|بعدشم خیلی حواست جمع باشه که به گروهی از روشنفکران و هنرمندانی که برنده جوایز بین المللی شده اند، اجازه خروج از کشور ندی
1Zcexgo_Btwt673409d10639|رژیم شوروی در دوره خروشچف به بوریس پاستِرناک برنده جایزه نوبل ادبیات اجازه شرکت در مراسم دریافت جایزه اش را نداد|رژیم شوروی در دوره خروشچف به بوریس پاستِرناک برنده جایزه نوبل ادبیات اجازه شرکت در مراسم دریافت جایزه اش را نداد
1Zcexgo_Btwt684048d5680|حالا با وجودی که پنج دهه از اون زمان میگذره ولی باز هم این روش جوابه|حالا با وجودی که پنج دهه از اون زمان میگذره ولی باز هم این روش جوابه
1Zcexgo_Btwt689728d9954|رژیم چین هم در 2010 به لیو ژیائوبو، فعال سیاسی برنده جایزه صلح نوبل، اجازه خروج از چین رو نداد|رژیم چین هم در 2010 به لیو ژیائوبو، فعال سیاسی برنده جایزه صلح نوبل، اجازه خروج از چین رو نداد
1Zcexgo_Btwt699682d6658|تو باید به این موضوع واقف باشی که هنرمندان محبوبیت عمومی دارند و در نتیجه دارای نفوذند|تو باید به این موضوع واقف باشی که هنرمندان محبوبیت عمومی دارند و در نتیجه دارای نفوذند
1Zcexgo_Btwt706340d4887|و اگر زمانی به مقابله با تو رو بیاورند، کار برایت سخت می شود|و اگر زمانی به مقابله با تو رو بیاورند، کار برایت سخت می شود
1Zcexgo_Btwt711227d3336|هر نیروی مخالفی را میتوانی به راحتی سرکوب کنی|هر نیروی مخالفی را میتوانی به راحتی سرکوب کنی
1Zcexgo_Btwt714563d5151|اما سرکوب کردن آدم های معروف و محبوب اصلاً کار راحتی نیست|اما سرکوب کردن آدم های معروف و محبوب اصلاً کار راحتی نیست
1Zcexgo_Btwt719714d6528|از طرفی هم سرکوب یا کنترل هنرمندان گرچه از نظر فرهنگی ناخوشاینده|از طرفی هم سرکوب یا کنترل هنرمندان گرچه از نظر فرهنگی ناخوشاینده
1Zcexgo_Btwt726242d3225|اما از نظر سیاسی ضروریه|اما از نظر سیاسی ضروریه
1Zcexgo_Btwt729467d5688|اگر فلان خواننده کشورت در ترانه جدیدش مسخره ات کرده|اگر فلان خواننده کشورت در ترانه جدیدش مسخره ات کرده
1Zcexgo_Btwt735155d3828|یا مردم را به انقلاب علیه رژیمت فرا خوانده|یا مردم را به انقلاب علیه رژیمت فرا خوانده
1Zcexgo_Btwt738983d3006|باید فعالیتش را ممنوع کنی|باید فعالیتش را ممنوع کنی
1Zcexgo_Btwt741989d4602|ویکتور تسوی ( با ت ساکن) خواننده موسیقی راک در بلاروس|ویکتور تسوی ( با ت ساکن) خواننده موسیقی راک در بلاروس
1Zcexgo_Btwt746591d6602|وقتی که ترانه «قلب هایمان خواهان تغییر است چشمهای مان خواهان تغییر است» را خواند|وقتی که ترانه «قلب هایمان خواهان تغییر است چشمهای مان خواهان تغییر است» را خواند
1Zcexgo_Btwt753193d8760|دولت بلاروس بلافاصله حکم ممنوعیت این ترانه و ممنوعیت فعالیت خوانندش را صادر کرد|دولت بلاروس بلافاصله حکم ممنوعیت این ترانه و ممنوعیت فعالیت خوانندش را صادر کرد
1Zcexgo_Btwt763600d6160|این از روشنفکرها و هنرمندا ، حالا بریم سراغ دانشگاه ها و انجمن های دانشجویی|این از روشنفکرها و هنرمندا ، حالا بریم سراغ دانشگاه ها و انجمن های دانشجویی
1Zcexgo_Btwt785640d2531|اگر حواست جمع نباشد و دقت لازم را نکنی|اگر حواست جمع نباشد و دقت لازم را نکنی
1Zcexgo_Btwt788171d5474|نظام دانشگاهی در کشورت تبدیل به محلی برای تحرکات اپوزیسیون میشود|نظام دانشگاهی در کشورت تبدیل به محلی برای تحرکات اپوزیسیون میشود
1Zcexgo_Btwt793645d6780|دانشگاه ها نهادهای آموزشی هستند و نباید تبدیل به ابزاری علیه تو شوند|دانشگاه ها نهادهای آموزشی هستند و نباید تبدیل به ابزاری علیه تو شوند
1Zcexgo_Btwt800425d4643|اتفاقاً از آنجا که این نهادها با مقوله «آموزش» سروکار دارند|اتفاقاً از آنجا که این نهادها با مقوله «آموزش» سروکار دارند
1Zcexgo_Btwt805068d4184|بهترین ابزار برای شستشوی مغزی جوانان هم میتونن باشن|بهترین ابزار برای شستشوی مغزی جوانان هم میتونن باشن
1Zcexgo_Btwt809252d4985|یه راه برای تسلیم و فرمان پذیر کردن نظام دانشگاهی|یه راه برای تسلیم و فرمان پذیر کردن نظام دانشگاهی
1Zcexgo_Btwt814237d5015|تحمیل برنامه های درسی مورد نظرت به نظام آموزشیه|تحمیل برنامه های درسی مورد نظرت به نظام آموزشیه
1Zcexgo_Btwt819252d6392|به عبارت دیگر، ساختارهای آموزشی نظام دانشگاهی ات را باید طوری قرار بدی|به عبارت دیگر، ساختارهای آموزشی نظام دانشگاهی ات را باید طوری قرار بدی
1Zcexgo_Btwt825644d6664|که فقط دروسی در آن تدریس بشن که تو خواهانش هستی. دقیقا کاری که موسیلینی میکرد|که فقط دروسی در آن تدریس بشن که تو خواهانش هستی. دقیقا کاری که موسیلینی میکرد
